Flag,FlagCountry,Name,Draft,Beam,Length,Type,Origin,Destination,EstimatedDayArrival,ShippingCompany
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,49,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,56,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,63,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,67,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,70,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Ibiza,72,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Ibiza,73,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Ibiza,73,E ERHARDT Y CIA SA
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Palma de Mallorca,81,GRIMALDI LOGISTICA ESPAÑA SL
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,81,E ERHARDT Y CIA SA
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Palma de Mallorca,84,GRIMALDI LOGISTICA ESPAÑA SL
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,84,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,85,E ERHARDT Y CIA SA
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Palma de Mallorca,87,GRIMALDI LOGISTICA ESPAÑA SL
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,88,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,91,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,95,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,98,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,99,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,102,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,105,E ERHARDT Y CIA SA
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Palma de Mallorca,108,GRIMALDI LOGISTICA ESPAÑA SL
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,109,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,110,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,117,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,118,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,132,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Ibiza,133,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,137,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,138,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,139,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Ibiza,140,E ERHARDT Y CIA SA
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Palma de Mallorca,143,GRIMALDI LOGISTICA ESPAÑA SL
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Palma de Mallorca,143,GRIMALDI LOGISTICA ESPAÑA SL
CY,Xipre,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,143,E ERHARDT Y CIA SA
CY,Xipre,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,144,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,146,E ERHARDT Y CIA SA
CY,Xipre,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,146,E ERHARDT Y CIA SA
CY,Xipre,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,147,E ERHARDT Y CIA SA
CY,Xipre,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,148,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,166,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,167,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Ibiza,168,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Ibiza,171,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Ibiza,171,E ERHARDT Y CIA SA
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Ibiza,181,GRIMALDI LOGISTICA ESPAÑA SL
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,185,E ERHARDT Y CIA SA
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Palma de Mallorca,198,GRIMALDI LOGISTICA ESPAÑA SL
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Palma de Mallorca,199,GRIMALDI LOGISTICA ESPAÑA SL
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Ibiza,202,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Mahon Menorca,212,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Mahon Menorca,213,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,228,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Mahon Menorca,246,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Mahon Menorca,Ibiza,278,E ERHARDT Y CIA SA
CY,Xipre,GOLDEN BRIDGE,6.9,24.8,187,Transbordadors,Ibiza,Mahon Menorca,300,E ERHARDT Y CIA SA
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Palma de Mallorca,325,GRIMALDI LOGISTICA ESPAÑA SL
CY,Xipre,GUBAL TRADER,4.01,16.51,139,Transbordadors,Palma de Mallorca,Palma de Mallorca,328,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,VOLCAN DEL TEIDE,6.7,26.4,176,Transbordadors,Alcudia,Alcudia,25,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE PALMA,6.71,25.6,186,Transbordadors,Palma de Mallorca,Palma de Mallorca,29,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE PALMA,6.71,25.6,186,Transbordadors,Palma de Mallorca,Palma de Mallorca,32,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,VOLCAN DEL TEIDE,6.7,26.4,176,Transbordadors,Alcudia,Alcudia,34,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE PALMA,6.71,25.6,186,Transbordadors,Palma de Mallorca,Palma de Mallorca,34,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,BOUZAS,6,21,141,Car-carrier,Tanger Med,Tanger Med,45,VAPORES SUARDIAZ MEDITERRANEO SA
ES,Espanya,CIUDAD DE GRANADA,6.2,26.2,172,Transbordadors,Ibiza,Ibiza,56,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE PALMA,6.71,25.6,186,Transbordadors,Palma de Mallorca,Palma de Mallorca,59,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE ALCUDIA,7.4,28.7,183,Transbordadors,Palma de Mallorca,Tarragona,71,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE ALCUDIA,7.4,28.7,183,Transbordadors,Tarragona,Palma de Mallorca,72,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE GRANADA,6.2,26.2,172,Transbordadors,Ibiza,Ibiza,75,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,L'AUDACE,6,21,141.25,Ro-Ro,Tarragona,Las Palmas,78,VAPORES SUARDIAZ MEDITERRANEO SA
ES,Espanya,L'AUDACE,6,21,141.25,Ro-Ro,Tarragona,Las Palmas,83,VAPORES SUARDIAZ MEDITERRANEO SA
ES,Espanya,CIUDAD DE ALCUDIA,7.4,28.7,183,Transbordadors,Palma de Mallorca,Tarragona,85,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE ALCUDIA,7.4,28.7,183,Transbordadors,Tarragona,Palma de Mallorca,86,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,VOLCAN DEL TEIDE,6.7,26.4,176,Transbordadors,Alcudia,Alcudia,87,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,BOUZAS,6,21,141.25,Car-carrier,Tanger Med,Tarragona,101,VAPORES SUARDIAZ MEDITERRANEO SA
ES,Espanya,BOUZAS,6,21,141.25,Car-carrier,Tanger Med,Tarragona,109,VAPORES SUARDIAZ MEDITERRANEO SA
ES,Espanya,CIUDAD DE GRANADA,6.2,26.2,172,Transbordadors,Alcudia,Ibiza,110,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE PALMA,6.71,25.6,186,Transbordadors,Palma de Mallorca,Palma de Mallorca,117,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE ALCUDIA,7.4,28.7,183,Transbordadors,Palma de Mallorca,Palma de Mallorca,143,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE GRANADA,6.2,26.2,172,Transbordadors,Ibiza,Alcudia,153,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE GRANADA,6.2,26.2,172,Transbordadors,Mahon Menorca,Alcudia,189,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE GRANADA,6.2,26.2,172,Transbordadors,Alcudia,Mahon Menorca,190,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE GRANADA,6.2,26.2,172,Transbordadors,Mahon Menorca,Mahon Menorca,196,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE GRANADA,6.2,26.2,172,Transbordadors,Mahon Menorca,Mahon Menorca,201,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE MAHON,5.5,24.2,155,Transbordadors,Ibiza,Mahon Menorca,292,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE GRANADA,6.2,26.2,172,Transbordadors,Ibiza,Mahon Menorca,294,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE PALMA,6.71,25.6,186,Transbordadors,Palma de Mallorca,Palma de Mallorca,298,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE BARCELONA,6.7,26.4,176,Transbordadors,Alcudia,Mahon Menorca,318,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,CIUDAD DE PALMA,6.71,25.6,186,Transbordadors,Palma de Mallorca,Palma de Mallorca,351,GRIMALDI LOGISTICA ESPAÑA SL
ES,Espanya,L'AUDACE,6,21,141.25,Ro-Ro,Santa Cruz de Tenerife,Las Palmas,357,VAPORES SUARDIAZ MEDITERRANEO SA
FR,França,PELAGOS,6.51,25.6,186.45,Transbordadors,Tanger Med,Tanger Med,342,ROMEU Y CIA SA
IT,Itàlia,GNV SEALAND,6,25.6,186,Transbordadors,Ibiza,Mahon Menorca,8,E ERHARDT Y CIA SA
IT,Itàlia,MAJESTIC,6.69,26.8,188,Transbordadors,Ibiza,Mahon Menorca,11,E ERHARDT Y CIA SA
IT,Itàlia,GNV SEALAND,6,25.6,186,Transbordadors,Ibiza,Mahon Menorca,13,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,17,E ERHARDT Y CIA SA
IT,Itàlia,GNV SEALAND,6.79,25.6,186,Transbordadors,Mahon Menorca,Ibiza,16,E ERHARDT Y CIA SA
IT,Itàlia,GNV SEALAND,6.79,25.6,186,Transbordadors,Mahon Menorca,Ibiza,17,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,17,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,18,E ERHARDT Y CIA SA
IT,Itàlia,MAJESTIC,6.69,26.8,188,Transbordadors,Ibiza,Mahon Menorca,18,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,19,E ERHARDT Y CIA SA
IT,Itàlia,MAJESTIC,6.69,26.8,188,Transbordadors,Mahon Menorca,Ibiza,19,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,19,E ERHARDT Y CIA SA
IT,Itàlia,GNV ALLEGRA,6,28.41,186,Transbordadors,Genoa,Tanger Med,23,E ERHARDT Y CIA SA
IT,Itàlia,GNV ALLEGRA,6.7,28.41,166.3,Transbordadors,Tanger Med,Genoa,26,E ERHARDT Y CIA SA
IT,Itàlia,GNV ALLEGRA,6.7,28.41,166.3,Transbordadors,Genoa,Tanger Med,31,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,34,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,42,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,42,E ERHARDT Y CIA SA
IT,Itàlia,GNV ALLEGRA,6,28.41,166.3,Transbordadors,Genoa,Tanger Med,44,E ERHARDT Y CIA SA
IT,Itàlia,GNV ALLEGRA,6,28.41,166.3,Transbordadors,Tanger Med,Genoa,47,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,47,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,47,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,48,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,54,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,54,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Napoli,Palma de Mallorca,63,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Genoa,63,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Napoli,Palma de Mallorca,63,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.6,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,65,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.6,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,69,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Mahon Menorca,Ibiza,76,E ERHARDT Y CIA SA
IT,Itàlia,GNV ALLEGRA,6,28.41,166.3,Transbordadors,Tanger Med,Genoa,82,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.6,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,82,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Ibiza,Mahon Menorca,82,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.6,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,82,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.6,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,85,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Palma de Mallorca,Palma de Mallorca,86,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.6,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,87,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,103,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,104,E ERHARDT Y CIA SA
IT,Itàlia,GNV BLU,6.3,27.6,164,Transbordadors,Genoa,Nador,104,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,104,E ERHARDT Y CIA SA
IT,Itàlia,GNV BLU,6.3,27.6,164.41,Transbordadors,Nador,Nador,108,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,111,E ERHARDT Y CIA SA
IT,Itàlia,TENACIA,6.4,26.6,199,Transbordadors,Palma de Mallorca,Palma de Mallorca,137,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Sete,Tanger Med,144,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,152,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,153,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,154,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,155,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,157,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,158,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,159,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,160,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,161,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,162,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,164,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,165,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,166,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,167,E ERHARDT Y CIA SA
IT,Itàlia,GNV ATLAS,6.53,29,161,Transbordadors,Nador,Sete,169,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,169,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.59,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,170,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,171,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,172,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,173,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,174,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,175,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,176,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,178,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,178,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,179,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,180,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,180,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,181,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,181,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,182,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,182,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,183,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,186,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,189,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,189,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,195,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,197,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Tanger Med,Civitavecchia,201,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,202,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Genoa,Tanger Med,203,E ERHARDT Y CIA SA
IT,Itàlia,GNV CRISTAL,6.53,29,161,Transbordadors,Nador,Nador,207,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,209,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,209,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,210,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,210,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,211,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,213,E ERHARDT Y CIA SA
IT,Itàlia,GNV CRISTAL,6.53,29,161,Transbordadors,Nador,Nador,213,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.59,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,216,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,216,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Genoa,Tanger Med,217,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,217,E ERHARDT Y CIA SA
IT,Itàlia,FANTASTIC,6.82,28,188.15,Transbordadors,Tanger Med,Genoa,217,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,217,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,218,E ERHARDT Y CIA SA
IT,Itàlia,FANTASTIC,6.82,28,188.15,Transbordadors,Genoa,Tanger Med,219,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,220,E ERHARDT Y CIA SA
